"Activity" "Subject" "Feature" "Mean value"
"WALKING" 23 "fBodyAccJerk mean Y" -0.136349161226415
"WALKING" 23 "fBodyAccJerk mean Z" -0.465498669433962
"WALKING" 23 "fBodyAccJerk meanFreq X" -0.31870673009434
"WALKING" 23 "fBodyAccJerk meanFreq Y" -0.390459139226415
"WALKING" 23 "fBodyAccJerk meanFreq Z" -0.186975745720755
"WALKING" 23 "fBodyAccJerk std X" -0.382210804792453
"WALKING" 23 "fBodyAccJerk std Y" 0.000496333207547168
"WALKING" 23 "fBodyAccJerk std Z" -0.508571471188679
"WALKING" 23 "fBodyAccMag mean" -0.290203849390566
"WALKING" 23 "fBodyAccMag meanFreq" 0.154923254659302
"WALKING" 23 "fBodyAccMag std" -0.474440028867925
"WALKING" 23 "fBodyBodyAccJerkMag mean" -0.289492579543396
"WALKING" 23 "fBodyBodyAccJerkMag meanFreq" 0.205605833845283
"WALKING" 23 "fBodyBodyAccJerkMag std" -0.386441230679245
"WALKING" 23 "fBodyBodyGyroJerkMag mean" -0.641885200188679
"WALKING" 23 "fBodyBodyGyroJerkMag meanFreq" 0.187888795149057
"WALKING" 23 "fBodyBodyGyroJerkMag std" -0.704702399056604
"WALKING" 23 "fBodyBodyGyroMag mean" -0.507886490377358
"WALKING" 23 "fBodyBodyGyroMag meanFreq" 0.0158704433973585
"WALKING" 23 "fBodyBodyGyroMag std" -0.505716970754717
"WALKING" 23 "fBodyGyro mean X" -0.401252691490566
"WALKING" 23 "fBodyGyro mean Y" -0.428583329660377
"WALKING" 23 "fBodyGyro mean Z" -0.197486208396226
"WALKING" 23 "fBodyGyro meanFreq X" -0.16875447554717
"WALKING" 23 "fBodyGyro meanFreq Y" -0.214607597698113
"WALKING" 23 "fBodyGyro meanFreq Z" -0.267612037207547
"WALKING" 23 "fBodyGyro std X" -0.512546895849057
"WALKING" 23 "fBodyGyro std Y" -0.361119234981132
"WALKING" 23 "fBodyGyro std Z" -0.234409337377359
"WALKING" 23 "tBodyAcc mean X" 0.271446339811321
"WALKING" 23 "tBodyAcc mean Y" -0.0180020003141509
"WALKING" 23 "tBodyAcc mean Z" -0.107532117528302
"WALKING" 23 "tBodyAcc std X" -0.3067122877
"WALKING" 23 "tBodyAcc std Y" 0.124571963339623
"WALKING" 23 "tBodyAcc std Z" -0.232241783037736
"WALKING" 23 "tBodyAccJerk mean X" 0.0745620416415094
"WALKING" 23 "tBodyAccJerk mean Y" -0.00108112062075472
"WALKING" 23 "tBodyAccJerk mean Z" 0.00433483033415094
"WALKING" 23 "tBodyAccJerk std X" -0.367502186886792
"WALKING" 23 "tBodyAccJerk std Y" -0.0389151346037736
"WALKING" 23 "tBodyAccJerk std Z" -0.487069193415094
"WALKING" 23 "tBodyAccJerkMag mean" -0.242380108435472
"WALKING" 23 "tBodyAccJerkMag std" -0.328040695490566
"WALKING" 23 "tBodyAccMag mean" -0.114013630722642
"WALKING" 23 "tBodyAccMag std" -0.341186143298113
"WALKING" 23 "tBodyGyro mean X" -0.00801360521132075
"WALKING" 23 "tBodyGyro mean Y" -0.0801752980320755
"WALKING" 23 "tBodyGyro mean Z" 0.0590872342245283
"WALKING" 23 "tBodyGyro std X" -0.483993707169811
"WALKING" 23 "tBodyGyro std Y" -0.38214285
"WALKING" 23 "tBodyGyro std Z" -0.166784500632075
"WALKING" 23 "tBodyGyroJerk mean X" -0.115328595501887
"WALKING" 23 "tBodyGyroJerk mean Y" -0.0453849466188679
"WALKING" 23 "tBodyGyroJerk mean Z" -0.0370272282811321
"WALKING" 23 "tBodyGyroJerk std X" -0.485354839622642
"WALKING" 23 "tBodyGyroJerk std Y" -0.597361086603774
"WALKING" 23 "tBodyGyroJerk std Z" -0.454776382830189
"WALKING" 23 "tBodyGyroJerkMag mean" -0.51429410245283
"WALKING" 23 "tBodyGyroJerkMag std" -0.658076253773585
"WALKING" 23 "tBodyGyroMag mean" -0.249018542282264
"WALKING" 23 "tBodyGyroMag std" -0.450119395471698
"WALKING" 23 "tGravityAcc mean X" 0.909977488113208
"WALKING" 23 "tGravityAcc mean Y" -0.189824866226415
"WALKING" 23 "tGravityAcc mean Z" -0.0613758675471698
"WALKING" 23 "tGravityAcc std X" -0.975064001320755
"WALKING" 23 "tGravityAcc std Y" -0.961048897735849
"WALKING" 23 "tGravityAcc std Z" -0.960692724716981
"WALKING" 23 "tGravityAccMag mean" -0.114013630722642
"WALKING" 23 "tGravityAccMag std" -0.341186143298113
"WALKING" 24 "angle tBodyAccJerkMean gravityMean" -0.0152830439430769
"WALKING" 24 "angle tBodyAccMean gravity" 0.0530152821107692
"WALKING" 24 "angle tBodyGyroJerkMean gravityMean" -0.0720167968446154
"WALKING" 24 "angle tBodyGyroMean gravityMean" 0.0157766417384615
"WALKING" 24 "angle X gravityMean" -0.861322936769231
"WALKING" 24 "angle Y gravityMean" 0.191625551538462
"WALKING" 24 "angle Z gravityMean" 0.0244499703709231
"WALKING" 24 "fBodyAcc mean X" -0.351402910907692
"WALKING" 24 "fBodyAcc mean Y" -0.193856663907692
"WALKING" 24 "fBodyAcc mean Z" -0.309558882615385
"WALKING" 24 "fBodyAcc meanFreq X" -0.3463571356
"WALKING" 24 "fBodyAcc meanFreq Y" 0.0306217232524615
"WALKING" 24 "fBodyAcc meanFreq Z" -0.0837532847692308
"WALKING" 24 "fBodyAcc std X" -0.344928112461538
"WALKING" 24 "fBodyAcc std Y" -0.215634315369231
"WALKING" 24 "fBodyAcc std Z" -0.0931447617846154
"WALKING" 24 "fBodyAccJerk mean X" -0.389595631107692
"WALKING" 24 "fBodyAccJerk mean Y" -0.299525343907692
"WALKING" 24 "fBodyAccJerk mean Z" -0.467030710153846
"WALKING" 24 "fBodyAccJerk meanFreq X" -0.268877781692308
"WALKING" 24 "fBodyAccJerk meanFreq Y" -0.274838924907692
"WALKING" 24 "fBodyAccJerk meanFreq Z" -0.201229692864615
"WALKING" 24 "fBodyAccJerk std X" -0.415135398
"WALKING" 24 "fBodyAccJerk std Y" -0.289466095323077
"WALKING" 24 "fBodyAccJerk std Z" -0.575410267076923
"WALKING" 24 "fBodyAccMag mean" -0.342363772923077
"WALKING" 24 "fBodyAccMag meanFreq" 0.0483161700923077
"WALKING" 24 "fBodyAccMag std" -0.469852794923077
"WALKING" 24 "fBodyBodyAccJerkMag mean" -0.347180134692308
"WALKING" 24 "fBodyBodyAccJerkMag meanFreq" 0.115010838159538
"WALKING" 24 "fBodyBodyAccJerkMag std" -0.366537416615385
"WALKING" 24 "fBodyBodyGyroJerkMag mean" -0.547621753230769
"WALKING" 24 "fBodyBodyGyroJerkMag meanFreq" 0.102346297253846
"WALKING" 24 "fBodyBodyGyroJerkMag std" -0.578580044615385
"WALKING" 24 "fBodyBodyGyroMag mean" -0.358344356
"WALKING" 24 "fBodyBodyGyroMag meanFreq" -0.06888716012
"WALKING" 24 "fBodyBodyGyroMag std" -0.331541740923077
"WALKING" 24 "fBodyGyro mean X" -0.374440300461538
"WALKING" 24 "fBodyGyro mean Y" -0.175900924040154
"WALKING" 24 "fBodyGyro mean Z" -0.247350343692308
"WALKING" 24 "fBodyGyro meanFreq X" -0.207685653438462
"WALKING" 24 "fBodyGyro meanFreq Y" -0.380731546523077
"WALKING" 24 "fBodyGyro meanFreq Z" -0.2626507412
"WALKING" 24 "fBodyGyro std X" -0.399032346
"WALKING" 24 "fBodyGyro std Y" 0.0955456046230769
"WALKING" 24 "fBodyGyro std Z" -0.237941473615385
"WALKING" 24 "tBodyAcc mean X" 0.276406758
"WALKING" 24 "tBodyAcc mean Y" -0.0175880385730769
"WALKING" 24 "tBodyAcc mean Z" -0.0986247068969231
"WALKING" 24 "tBodyAcc std X" -0.346394275230769
"WALKING" 24 "tBodyAcc std Y" -0.173550021692308
"WALKING" 24 "tBodyAcc std Z" -0.120476783907692
"WALKING" 24 "tBodyAccJerk mean X" 0.0688689970184615
"WALKING" 24 "tBodyAccJerk mean Y" 0.0219656545
"WALKING" 24 "tBodyAccJerk mean Z" -0.00739534236
"WALKING" 24 "tBodyAccJerk std X" -0.374400941384615
"WALKING" 24 "tBodyAccJerk std Y" -0.270709274446154
"WALKING" 24 "tBodyAccJerk std Z" -0.521351855076923
"WALKING" 24 "tBodyAccJerkMag mean" -0.352111713846154
"WALKING" 24 "tBodyAccJerkMag std" -0.353751020923077
"WALKING" 24 "tBodyAccMag mean" -0.195140032969231
"WALKING" 24 "tBodyAccMag std" -0.359873411538462
"WALKING" 24 "tBodyGyro mean X" -0.0459505355861538
"WALKING" 24 "tBodyGyro mean Y" -0.0649170927338462
"WALKING" 24 "tBodyGyro mean Z" 0.0839568239261538
"WALKING" 24 "tBodyGyro std X" -0.387920593846154
"WALKING" 24 "tBodyGyro std Y" 0.00600277892
"WALKING" 24 "tBodyGyro std Z" -0.182569652430769
"WALKING" 24 "tBodyGyroJerk mean X" -0.0873839917276923
"WALKING" 24 "tBodyGyroJerk mean Y" -0.0617028868769231
"WALKING" 24 "tBodyGyroJerk mean Z" -0.0446007229941538
"WALKING" 24 "tBodyGyroJerk std X" -0.460345386153846
"WALKING" 24 "tBodyGyroJerk std Y" -0.497621802307692
"WALKING" 24 "tBodyGyroJerk std Z" -0.476208796153846
"WALKING" 24 "tBodyGyroJerkMag mean" -0.472068729846154
"WALKING" 24 "tBodyGyroJerkMag std" -0.546977272307692
"WALKING" 24 "tBodyGyroMag mean" -0.0229640797463077
"WALKING" 24 "tBodyGyroMag std" -0.266845731292308
"WALKING" 24 "tGravityAcc mean X" 0.965217551076923
"WALKING" 24 "tGravityAcc mean Y" -0.157673823846154
"WALKING" 24 "tGravityAcc mean Z" -0.00392556384476923
"WALKING" 24 "tGravityAcc std X" -0.979752466923077
"WALKING" 24 "tGravityAcc std Y" -0.970176562153846
"WALKING" 24 "tGravityAcc std Z" -0.943958420615385
"WALKING" 24 "tGravityAccMag mean" -0.195140032969231
"WALKING" 24 "tGravityAccMag std" -0.359873411538462
"WALKING" 25 "angle tBodyAccJerkMean gravityMean" -0.0178178307202247
"WALKING" 25 "angle tBodyAccMean gravity" 0.0559058444662921
"WALKING" 25 "angle tBodyGyroJerkMean gravityMean" 0.0331169138680899
"WALKING" 25 "angle tBodyGyroMean gravityMean" -0.0468385151988764
"WALKING" 25 "angle X gravityMean" -0.597759142134832
"WALKING" 25 "angle Y gravityMean" 0.255778564494382
"WALKING" 25 "angle Z gravityMean" 0.201669622247191
"WALKING" 25 "fBodyAcc mean X" -0.395152380449438
"WALKING" 25 "fBodyAcc mean Y" -0.110111386070337
"WALKING" 25 "fBodyAcc mean Z" -0.32602021661236
"WALKING" 25 "fBodyAcc meanFreq X" -0.362739998651685
"WALKING" 25 "fBodyAcc meanFreq Y" -0.0882110061955056
"WALKING" 25 "fBodyAcc meanFreq Z" -0.0807587491134831
"WALKING" 25 "fBodyAcc std X" -0.39487042752809
"WALKING" 25 "fBodyAcc std Y" -0.0439614809617977
"WALKING" 25 "fBodyAcc std Z" -0.133230632383034
"WALKING" 25 "fBodyAccJerk mean X" -0.452281256741573
"WALKING" 25 "fBodyAccJerk mean Y" -0.304156001741573
"WALKING" 25 "fBodyAccJerk mean Z" -0.506578004831461
"WALKING" 25 "fBodyAccJerk meanFreq X" -0.309650455011236
"WALKING" 25 "fBodyAccJerk meanFreq Y" -0.392163026910112
"WALKING" 25 "fBodyAccJerk meanFreq Z" -0.240598469225843
"WALKING" 25 "fBodyAccJerk std X" -0.454168704269663
"WALKING" 25 "fBodyAccJerk std Y" -0.255208616452809
"WALKING" 25 "fBodyAccJerk std Z" -0.597962002921348
"WALKING" 25 "fBodyAccMag mean" -0.395614841910112
"WALKING" 25 "fBodyAccMag meanFreq" 0.013801058758427
"WALKING" 25 "fBodyAccMag std" -0.495390784157303
"WALKING" 25 "fBodyBodyAccJerkMag mean" -0.400296003146067
"WALKING" 25 "fBodyBodyAccJerkMag meanFreq" 0.124434914097753
"WALKING" 25 "fBodyBodyAccJerkMag std" -0.417423518426966
"WALKING" 25 "fBodyBodyGyroJerkMag mean" -0.640980868089888
"WALKING" 25 "fBodyBodyGyroJerkMag meanFreq" 0.130164690064045
"WALKING" 25 "fBodyBodyGyroJerkMag std" -0.687732815730337
"WALKING" 25 "fBodyBodyGyroMag mean" -0.407225452808989
"WALKING" 25 "fBodyBodyGyroMag meanFreq" -0.0557352644460674
"WALKING" 25 "fBodyBodyGyroMag std" -0.371663107865169
"WALKING" 25 "fBodyGyro mean X" -0.502492268876405
"WALKING" 25 "fBodyGyro mean Y" -0.338560036426966
"WALKING" 25 "fBodyGyro mean Z" -0.267907050898876
"WALKING" 25 "fBodyGyro meanFreq X" -0.172210973707865
"WALKING" 25 "fBodyGyro meanFreq Y" -0.378348529179775
"WALKING" 25 "fBodyGyro meanFreq Z" -0.291247803629213
"WALKING" 25 "fBodyGyro std X" -0.615670994606742
"WALKING" 25 "fBodyGyro std Y" -0.0837517697504494
"WALKING" 25 "fBodyGyro std Z" -0.288464524179775
"WALKING" 25 "tBodyAcc mean X" 0.272029927191011
"WALKING" 25 "tBodyAcc mean Y" -0.0198376703733708
"WALKING" 25 "tBodyAcc mean Z" -0.106986226325843
"WALKING" 25 "tBodyAcc std X" -0.394470405505618
"WALKING" 25 "tBodyAcc std Y" -0.0242983563577528
"WALKING" 25 "tBodyAcc std Z" -0.15435132094236
"WALKING" 25 "tBodyAccJerk mean X" 0.0796340060389888
"WALKING" 25 "tBodyAccJerk mean Y" 0.0185007659955056
"WALKING" 25 "tBodyAccJerk mean Z" 0.00681396093483146
"WALKING" 25 "tBodyAccJerk std X" -0.428216502247191
"WALKING" 25 "tBodyAccJerk std Y" -0.256820937022472
"WALKING" 25 "tBodyAccJerk std Z" -0.552765142134831
"WALKING" 25 "tBodyAccJerkMag mean" -0.366258947078652
"WALKING" 25 "tBodyAccJerkMag std" -0.406249260449438
"WALKING" 25 "tBodyAccMag mean" -0.175594109044944
"WALKING" 25 "tBodyAccMag std" -0.399456211460674
"WALKING" 25 "tBodyGyro mean X" -0.0180971787689888
"WALKING" 25 "tBodyGyro mean Y" -0.0782553488662921
"WALKING" 25 "tBodyGyro mean Z" 0.0636681922078034
"WALKING" 25 "tBodyGyro std X" -0.587821691685393
"WALKING" 25 "tBodyGyro std Y" -0.167333049384831
"WALKING" 25 "tBodyGyro std Z" -0.228575132606742
"WALKING" 25 "tBodyGyroJerk mean X" -0.0991804296452472
"WALKING" 25 "tBodyGyroJerk mean Y" -0.0463574460022472
"WALKING" 25 "tBodyGyroJerk mean Z" -0.0381376122550562
"WALKING" 25 "tBodyGyroJerk std X" -0.54919704494382
"WALKING" 25 "tBodyGyroJerk std Y" -0.598141323820225
"WALKING" 25 "tBodyGyroJerk std Z" -0.507216958876405
"WALKING" 25 "tBodyGyroJerkMag mean" -0.548382836966292
"WALKING" 25 "tBodyGyroJerkMag std" -0.649958297191011
"WALKING" 25 "tBodyGyroMag mean" -0.220774838876405
"WALKING" 25 "tBodyGyroMag std" -0.315207033505618
"WALKING" 25 "tGravityAcc mean X" 0.854438045955056
"WALKING" 25 "tGravityAcc mean Y" -0.250573371685393
"WALKING" 25 "tGravityAcc mean Z" -0.249607459202247
"WALKING" 25 "tGravityAcc std X" -0.978096675730337
"WALKING" 25 "tGravityAcc std Y" -0.960319586853933
"WALKING" 25 "tGravityAcc std Z" -0.952852611573034
"WALKING" 25 "tGravityAccMag mean" -0.175594109044944
"WALKING" 25 "tGravityAccMag std" -0.399456211460674
"WALKING" 26 "angle tBodyAccJerkMean gravityMean" -0.0788266042777778
"WALKING" 26 "angle tBodyAccMean gravity" 0.0113831357222222
"WALKING" 26 "angle tBodyGyroJerkMean gravityMean" -0.128636380174074
"WALKING" 26 "angle tBodyGyroMean gravityMean" 0.0405576878518518
"WALKING" 26 "angle X gravityMean" -0.778195970555556
"WALKING" 26 "angle Y gravityMean" 0.243545333703704
"WALKING" 26 "angle Z gravityMean" -0.0307724957055556
"WALKING" 26 "fBodyAcc mean X" -0.31744092037037
"WALKING" 26 "fBodyAcc mean Y" 0.111321097159074
"WALKING" 26 "fBodyAcc mean Z" -0.554942138148148
"WALKING" 26 "fBodyAcc meanFreq X" -0.395518048333333
"WALKING" 26 "fBodyAcc meanFreq Y" 0.0291755441388148
"WALKING" 26 "fBodyAcc meanFreq Z" -0.00590768681611111
"WALKING" 26 "fBodyAcc std X" -0.332520626851852
"WALKING" 26 "fBodyAcc std Y" 0.0805646237194445
"WALKING" 26 "fBodyAcc std Z" -0.537026414814815
"WALKING" 26 "fBodyAccJerk mean X" -0.39082198537037
"WALKING" 26 "fBodyAccJerk mean Y" -0.0669378062222222
"WALKING" 26 "fBodyAccJerk mean Z" -0.648905254074074
"WALKING" 26 "fBodyAccJerk meanFreq X" -0.292088318740741
"WALKING" 26 "fBodyAccJerk meanFreq Y" -0.330560047666667
"WALKING" 26 "fBodyAccJerk meanFreq Z" -0.186832027011111
"WALKING" 26 "fBodyAccJerk std X" -0.411500068148148
"WALKING" 26 "fBodyAccJerk std Y" -0.0606839140548148
"WALKING" 26 "fBodyAccJerk std Z" -0.723051140740741
"WALKING" 26 "fBodyAccMag mean" -0.275156242062037
"WALKING" 26 "fBodyAccMag meanFreq" 0.0782256056231481
"WALKING" 26 "fBodyAccMag std" -0.458344792407407
"WALKING" 26 "fBodyBodyAccJerkMag mean" -0.289753952407407
"WALKING" 26 "fBodyBodyAccJerkMag meanFreq" 0.0164170631888889
"WALKING" 26 "fBodyBodyAccJerkMag std" -0.342411927851852
"WALKING" 26 "fBodyBodyGyroJerkMag mean" -0.645075178148148
"WALKING" 26 "fBodyBodyGyroJerkMag meanFreq" 0.00706010794259259
"WALKING" 26 "fBodyBodyGyroJerkMag std" -0.654010147222222
"WALKING" 26 "fBodyBodyGyroMag mean" -0.489166383703704
"WALKING" 26 "fBodyBodyGyroMag meanFreq" -0.04588148655205
"WALKING" 26 "fBodyBodyGyroMag std" -0.481750218518519
"WALKING" 26 "fBodyGyro mean X" -0.253399360296296
"WALKING" 26 "fBodyGyro mean Y" -0.535422096111111
"WALKING" 26 "fBodyGyro mean Z" -0.461464065555556
"WALKING" 26 "fBodyGyro meanFreq X" -0.149193146411111
"WALKING" 26 "fBodyGyro meanFreq Y" -0.339593023611111
"WALKING" 26 "fBodyGyro meanFreq Z" -0.0485169126196296
"WALKING" 26 "fBodyGyro std X" -0.357633378703704
"WALKING" 26 "fBodyGyro std Y" -0.365361208555556
"WALKING" 26 "fBodyGyro std Z" -0.543997593703704
"WALKING" 26 "tBodyAcc mean X" 0.273899207962963
"WALKING" 26 "tBodyAcc mean Y" -0.0170809740090741
"WALKING" 26 "tBodyAcc mean Z" -0.107621819518519
"WALKING" 26 "tBodyAcc std X" -0.327961801111111
"WALKING" 26 "tBodyAcc std Y" 0.138912923691296
"WALKING" 26 "tBodyAcc std Z" -0.518932634814815
"WALKING" 26 "tBodyAccJerk mean X" 0.0897770721666667
"WALKING" 26 "tBodyAccJerk mean Y" 0.00890588563518519
"WALKING" 26 "tBodyAccJerk mean Z" 0.000658706162574074
"WALKING" 26 "tBodyAccJerk std X" -0.373217585
"WALKING" 26 "tBodyAccJerk std Y" -0.0319265467387037
"WALKING" 26 "tBodyAccJerk std Z" -0.686268420555556
"WALKING" 26 "tBodyAccJerkMag mean" -0.320129322962963
"WALKING" 26 "tBodyAccJerkMag std" -0.310071425166667
"WALKING" 26 "tBodyAccMag mean" -0.186514650759259
"WALKING" 26 "tBodyAccMag std" -0.323878324074074
"WALKING" 26 "tBodyGyro mean X" -0.0554883847662963
"WALKING" 26 "tBodyGyro mean Y" -0.06124278833
"WALKING" 26 "tBodyGyro mean Z" 0.0842484921022222
"WALKING" 26 "tBodyGyro std X" -0.329624620185185
"WALKING" 26 "tBodyGyro std Y" -0.420865007777778
"WALKING" 26 "tBodyGyro std Z" -0.48653265537037
"WALKING" 26 "tBodyGyroJerk mean X" -0.0776692754648148
"WALKING" 26 "tBodyGyroJerk mean Y" -0.0552536572125926
"WALKING" 26 "tBodyGyroJerk mean Z" -0.0510976492333333
"WALKING" 26 "tBodyGyroJerk std X" -0.283767987222222
"WALKING" 26 "tBodyGyroJerk std Y" -0.702402935925926
"WALKING" 26 "tBodyGyroJerk std Z" -0.591668608148148
"WALKING" 26 "tBodyGyroJerkMag mean" -0.543979500555556
"WALKING" 26 "tBodyGyroJerkMag std" -0.63778595537037
"WALKING" 26 "tBodyGyroMag mean" -0.243711124444444
"WALKING" 26 "tBodyGyroMag std" -0.425798469148148
"WALKING" 26 "tGravityAcc mean X" 0.951524391481481
"WALKING" 26 "tGravityAcc mean Y" -0.233918282592593
"WALKING" 26 "tGravityAcc mean Z" 0.0757356734814815
"WALKING" 26 "tGravityAcc std X" -0.978397287962963
"WALKING" 26 "tGravityAcc std Y" -0.971056501481481
"WALKING" 26 "tGravityAcc std Z" -0.95805876537037
"WALKING" 26 "tGravityAccMag mean" -0.186514650759259
"WALKING" 26 "tGravityAccMag std" -0.323878324074074
"WALKING" 27 "angle tBodyAccJerkMean gravityMean" 0.0100011474509804
"WALKING" 27 "angle tBodyAccMean gravity" 0.014808426
"WALKING" 27 "angle tBodyGyroJerkMean gravityMean" 0.0878579411176471
"WALKING" 27 "angle tBodyGyroMean gravityMean" -0.109617479829412
"WALKING" 27 "angle X gravityMean" -0.734720621176471
"WALKING" 27 "angle Y gravityMean" 0.129418360588235
"WALKING" 27 "angle Z gravityMean" 0.174356318431373
"WALKING" 27 "fBodyAcc mean X" -0.394790433529412
"WALKING" 27 "fBodyAcc mean Y" -0.321500667843137
"WALKING" 27 "fBodyAcc mean Z" -0.244363048235294
"WALKING" 27 "fBodyAcc meanFreq X" -0.350681958176471
"WALKING" 27 "fBodyAcc meanFreq Y" -0.0270392028607843
"WALKING" 27 "fBodyAcc meanFreq Z" 0.0309811083103922
"WALKING" 27 "fBodyAcc std X" -0.409070488039216
"WALKING" 27 "fBodyAcc std Y" -0.354370678627451
"WALKING" 27 "fBodyAcc std Z" -0.180501317941176
"WALKING" 27 "fBodyAccJerk mean X" -0.44140618254902
"WALKING" 27 "fBodyAccJerk mean Y" -0.454270822156863
"WALKING" 27 "fBodyAccJerk mean Z" -0.422332394117647
"WALKING" 27 "fBodyAccJerk meanFreq X" -0.330912145882353
"WALKING" 27 "fBodyAccJerk meanFreq Y" -0.396511933696078
"WALKING" 27 "fBodyAccJerk meanFreq Z" -0.453928997882353
"WALKING" 27 "fBodyAccJerk std X" -0.402884115098039
"WALKING" 27 "fBodyAccJerk std Y" -0.433612657843137
"WALKING" 27 "fBodyAccJerk std Z" -0.45663628254902
"WALKING" 27 "fBodyAccMag mean" -0.410463241960784
"WALKING" 27 "fBodyAccMag meanFreq" 0.175600477686275
"WALKING" 27 "fBodyAccMag std" -0.592150985098039
"WALKING" 27 "fBodyBodyAccJerkMag mean" -0.378278490588235
"WALKING" 27 "fBodyBodyAccJerkMag meanFreq" 0.0921999142870588
"WALKING" 27 "fBodyBodyAccJerkMag std" -0.441447754509804
"WALKING" 27 "fBodyBodyGyroJerkMag mean" -0.72068229
"WALKING" 27 "fBodyBodyGyroJerkMag meanFreq" 0.1076755658
"WALKING" 27 "fBodyBodyGyroJerkMag std" -0.745726853921569
"WALKING" 27 "fBodyBodyGyroMag mean" -0.669228540784314
"WALKING" 27 "fBodyBodyGyroMag meanFreq" 0.179727428509804
"WALKING" 27 "fBodyBodyGyroMag std" -0.721137001568627
"WALKING" 27 "fBodyGyro mean X" -0.59574648627451
"WALKING" 27 "fBodyGyro mean Y" -0.619731930392157
"WALKING" 27 "fBodyGyro mean Z" -0.432885310980392
"WALKING" 27 "fBodyGyro meanFreq X" -0.184031594529412
"WALKING" 27 "fBodyGyro meanFreq Y" -0.0870475841176471
"WALKING" 27 "fBodyGyro meanFreq Z" -0.285078729888235
"WALKING" 27 "fBodyGyro std X" -0.673741136862745
"WALKING" 27 "fBodyGyro std Y" -0.61194087745098
"WALKING" 27 "fBodyGyro std Z" -0.403219791372549
"WALKING" 27 "tBodyAcc mean X" 0.276023564509804
"WALKING" 27 "tBodyAcc mean Y" -0.0204286929452941
"WALKING" 27 "tBodyAcc mean Z" -0.108804049803922
"WALKING" 27 "tBodyAcc std X" -0.404692523921569
"WALKING" 27 "tBodyAcc std Y" -0.314569762352941
"WALKING" 27 "tBodyAcc std Z" -0.159799790235294
"WALKING" 27 "tBodyAccJerk mean X" 0.0770223771764706
"WALKING" 27 "tBodyAccJerk mean Y" 0.00968444678235294
"WALKING" 27 "tBodyAccJerk mean Z" 0.00360803282352941
"WALKING" 27 "tBodyAccJerk std X" -0.396223738431373
"WALKING" 27 "tBodyAccJerk std Y" -0.425563858627451
"WALKING" 27 "tBodyAccJerk std Z" -0.44025821745098
"WALKING" 27 "tBodyAccJerkMag mean" -0.363144483529412
"WALKING" 27 "tBodyAccJerkMag std" -0.403386563921569
"WALKING" 27 "tBodyAccMag mean" -0.258766694117647
"WALKING" 27 "tBodyAccMag std" -0.47180926745098
"WALKING" 27 "tBodyGyro mean X" -0.0151721912792157
"WALKING" 27 "tBodyGyro mean Y" -0.0695955689607843
"WALKING" 27 "tBodyGyro mean Z" 0.0818650735686274
"WALKING" 27 "tBodyGyro std X" -0.654171847058823
"WALKING" 27 "tBodyGyro std Y" -0.612593634117647
"WALKING" 27 "tBodyGyro std Z" -0.365489530588235
"WALKING" 27 "tBodyGyroJerk mean X" -0.110917348282353
"WALKING" 27 "tBodyGyroJerk mean Y" -0.0433876843176471
"WALKING" 27 "tBodyGyroJerk mean Z" -0.0532986670705882
"WALKING" 27 "tBodyGyroJerk std X" -0.675889722745098
"WALKING" 27 "tBodyGyroJerk std Y" -0.712237752941177
"WALKING" 27 "tBodyGyroJerk std Z" -0.571264779411765
"WALKING" 27 "tBodyGyroJerkMag mean" -0.671541834117647
"WALKING" 27 "tBodyGyroJerkMag std" -0.722808438431373
"WALKING" 27 "tBodyGyroMag mean" -0.485931932745098
"WALKING" 27 "tBodyGyroMag std" -0.665078404313725
"WALKING" 27 "tGravityAcc mean X" 0.925981326078431
"WALKING" 27 "tGravityAcc mean Y" -0.0668246472745098
"WALKING" 27 "tGravityAcc mean Z" -0.217351194313725
"WALKING" 27 "tGravityAcc std X" -0.982469595490196
"WALKING" 27 "tGravityAcc std Y" -0.973784841960784
"WALKING" 27 "tGravityAcc std Z" -0.961387254313726
"WALKING" 27 "tGravityAccMag mean" -0.258766694117647
"WALKING" 27 "tGravityAccMag std" -0.47180926745098
"WALKING" 28 "angle tBodyAccJerkMean gravityMean" -0.00860624890163935
"WALKING" 28 "angle tBodyAccMean gravity" 0.0631849965737705
"WALKING" 28 "angle tBodyGyroJerkMean gravityMean" 0.0101386455737705
"WALKING" 28 "angle tBodyGyroMean gravityMean" 0.0733299990819672
"WALKING" 28 "angle X gravityMean" -0.727020840163934
"WALKING" 28 "angle Y gravityMean" 0.207186541803279
"WALKING" 28 "angle Z gravityMean" 0.155074008229508
"WALKING" 28 "fBodyAcc mean X" -0.360991674918033
"WALKING" 28 "fBodyAcc mean Y" -0.0650267622126229
"WALKING" 28 "fBodyAcc mean Z" -0.382832802295082
"WALKING" 28 "fBodyAcc meanFreq X" -0.414940955557377
"WALKING" 28 "fBodyAcc meanFreq Y" 0.00857138068540984
"WALKING" 28 "fBodyAcc meanFreq Z" -0.0933328732232787
"WALKING" 28 "fBodyAcc std X" -0.304806274098361
"WALKING" 28 "fBodyAcc std Y" -0.0556137930852459
"WALKING" 28 "fBodyAcc std Z" -0.262391594918033
"WALKING" 28 "fBodyAccJerk mean X" -0.423446094590164
"WALKING" 28 "fBodyAccJerk mean Y" -0.194232721737705
"WALKING" 28 "fBodyAccJerk mean Z" -0.523427055737705
